id_jugador,nombre,apellido,edad,fecha_nacimiento,pais_nacimiento,altura,peso,lesionado,foto,id_equipo,nombre_equipo,id_liga,nombre_liga,temporada,posicion,partidos_jugados,partidos_titular,minutos_jugados,goles_total,asistencias,tarjetas_amarillas,tarjetas_rojas,penales_anotados,penales_fallados
2836,J. Vargas,Vargas Campos,30,1995-06-06,Costa Rica,192 cm,88 kg,False,https://media.api-sports.io/football/players/2836.png,1125,Millonarios,239,Primera A,2023,Defender,0,34.0,2988.0,3.0,1.0,4.0,0.0,0.0,0.0
2836,J. Vargas,Vargas Campos,30,1995-06-06,Costa Rica,192 cm,88 kg,False,https://media.api-sports.io/football/players/2836.png,1125,Millonarios,241,Copa Colombia,2023,Defender,0,6.0,540.0,0.0,,0.0,0.0,,
2836,J. Vargas,Vargas Campos,30,1995-06-06,Costa Rica,192 cm,88 kg,False,https://media.api-sports.io/football/players/2836.png,1125,Millonarios,667,Friendlies Clubs,2023,Defender,0,1.0,90.0,0.0,,0.0,0.0,,
2836,J. Vargas,Vargas Campos,30,1995-06-06,Costa Rica,192 cm,88 kg,False,https://media.api-sports.io/football/players/2836.png,1125,Millonarios,13,CONMEBOL Libertadores,2023,Defender,0,4.0,360.0,0.0,,0.0,0.0,0.0,0.0
2836,J. Vargas,Vargas Campos,30,1995-06-06,Costa Rica,192 cm,88 kg,False,https://media.api-sports.io/football/players/2836.png,1125,Millonarios,11,CONMEBOL Sudamericana,2023,Defender,0,5.0,419.0,0.0,1.0,0.0,0.0,0.0,0.0
13366,D. Cataño,Cataño Torres,33,1992-01-17,Colombia,174 cm,75 kg,False,https://media.api-sports.io/football/players/13366.png,1125,Millonarios,239,Primera A,2023,Midfielder,0,30.0,2484.0,6.0,6.0,11.0,0.0,0.0,0.0
13366,D. Cataño,Cataño Torres,33,1992-01-17,Colombia,174 cm,75 kg,False,https://media.api-sports.io/football/players/13366.png,1125,Millonarios,241,Copa Colombia,2023,Midfielder,0,4.0,417.0,0.0,,0.0,0.0,,
13366,D. Cataño,Cataño Torres,33,1992-01-17,Colombia,174 cm,75 kg,False,https://media.api-sports.io/football/players/13366.png,1125,Millonarios,13,CONMEBOL Libertadores,2023,Midfielder,0,4.0,311.0,1.0,1.0,0.0,0.0,0.0,0.0
13366,D. Cataño,Cataño Torres,33,1992-01-17,Colombia,174 cm,75 kg,False,https://media.api-sports.io/football/players/13366.png,1125,Millonarios,11,CONMEBOL Sudamericana,2023,Midfielder,0,5.0,424.0,1.0,,1.0,0.0,0.0,0.0
13366,D. Cataño,Cataño Torres,33,1992-01-17,Colombia,174 cm,75 kg,False,https://media.api-sports.io/football/players/13366.png,1125,Millonarios,667,Friendlies Clubs,2023,Midfielder,0,1.0,77.0,0.0,,0.0,0.0,,
13525,L. Castro,Castro Loaiza,33,1992-06-14,Colombia,174 cm,78 kg,False,https://media.api-sports.io/football/players/13525.png,1125,Millonarios,239,Primera A,2023,Attacker,0,37.0,2946.0,11.0,2.0,9.0,1.0,2.0,0.0
13525,L. Castro,Castro Loaiza,33,1992-06-14,Colombia,174 cm,78 kg,False,https://media.api-sports.io/football/players/13525.png,1125,Millonarios,241,Copa Colombia,2023,Attacker,0,8.0,646.0,7.0,,3.0,0.0,,
13525,L. Castro,Castro Loaiza,33,1992-06-14,Colombia,174 cm,78 kg,False,https://media.api-sports.io/football/players/13525.png,1125,Millonarios,13,CONMEBOL Libertadores,2023,Attacker,0,4.0,319.0,1.0,,1.0,0.0,0.0,0.0
13525,L. Castro,Castro Loaiza,33,1992-06-14,Colombia,174 cm,78 kg,False,https://media.api-sports.io/football/players/13525.png,1125,Millonarios,11,CONMEBOL Sudamericana,2023,Attacker,0,4.0,319.0,3.0,2.0,2.0,0.0,1.0,0.0
13525,L. Castro,Castro Loaiza,33,1992-06-14,Colombia,174 cm,78 kg,False,https://media.api-sports.io/football/players/13525.png,1125,Millonarios,667,Friendlies Clubs,2023,Attacker,0,0.0,0.0,0.0,,0.0,0.0,,
13643,S. Vega,Vega Londoño,27,1998-05-22,Colombia,176 cm,79 kg,False,https://media.api-sports.io/football/players/13643.png,1125,Millonarios,239,Primera A,2023,Defender,0,18.0,1863.0,0.0,,3.0,0.0,0.0,0.0
13643,S. Vega,Vega Londoño,27,1998-05-22,Colombia,176 cm,79 kg,False,https://media.api-sports.io/football/players/13643.png,1125,Millonarios,241,Copa Colombia,2023,Defender,0,4.0,272.0,0.0,,2.0,0.0,,
13643,S. Vega,Vega Londoño,27,1998-05-22,Colombia,176 cm,79 kg,False,https://media.api-sports.io/football/players/13643.png,1125,Millonarios,667,Friendlies Clubs,2023,Defender,0,0.0,0.0,0.0,,0.0,0.0,,
13643,S. Vega,Vega Londoño,27,1998-05-22,Colombia,176 cm,79 kg,False,https://media.api-sports.io/football/players/13643.png,1125,Millonarios,13,CONMEBOL Libertadores,2023,Defender,0,0.0,0.0,0.0,,0.0,0.0,,
13643,S. Vega,Vega Londoño,27,1998-05-22,Colombia,176 cm,79 kg,False,https://media.api-sports.io/football/players/13643.png,1125,Millonarios,11,CONMEBOL Sudamericana,2023,Defender,0,2.0,148.0,0.0,,1.0,0.0,0.0,0.0
13648,J. Garcia,García Soto,28,1997-02-24,Colombia,184 cm,73 kg,False,https://media.api-sports.io/football/players/13648.png,1125,Millonarios,239,Primera A,2023,Midfielder,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
13648,J. Garcia,García Soto,28,1997-02-24,Colombia,184 cm,73 kg,False,https://media.api-sports.io/football/players/13648.png,1125,Millonarios,667,Friendlies Clubs,2023,Midfielder,0,0.0,0.0,0.0,,0.0,0.0,,
13656,D. Silva,Silva Mosquera,39,1986-12-13,Colombia,175 cm,78 kg,False,https://media.api-sports.io/football/players/13656.png,1125,Millonarios,239,Primera A,2023,Midfielder,0,32.0,2913.0,3.0,5.0,4.0,1.0,0.0,0.0
13656,D. Silva,Silva Mosquera,39,1986-12-13,Colombia,175 cm,78 kg,False,https://media.api-sports.io/football/players/13656.png,1125,Millonarios,241,Copa Colombia,2023,Midfielder,0,7.0,555.0,0.0,,4.0,0.0,,
13656,D. Silva,Silva Mosquera,39,1986-12-13,Colombia,175 cm,78 kg,False,https://media.api-sports.io/football/players/13656.png,1125,Millonarios,11,CONMEBOL Sudamericana,2023,Midfielder,0,5.0,427.0,1.0,3.0,0.0,0.0,0.0,0.0
13656,D. Silva,Silva Mosquera,39,1986-12-13,Colombia,175 cm,78 kg,False,https://media.api-sports.io/football/players/13656.png,1125,Millonarios,667,Friendlies Clubs,2023,Midfielder,0,1.0,68.0,0.0,,0.0,0.0,,
13656,D. Silva,Silva Mosquera,39,1986-12-13,Colombia,175 cm,78 kg,False,https://media.api-sports.io/football/players/13656.png,1125,Millonarios,13,CONMEBOL Libertadores,2023,Midfielder,0,4.0,346.0,1.0,1.0,0.0,0.0,0.0,0.0
13659,A. Llinás,Llinás Montejo,28,1997-07-23,Colombia,187 cm,73 kg,False,https://media.api-sports.io/football/players/13659.png,1125,Millonarios,239,Primera A,2023,Defender,0,33.0,2948.0,3.0,2.0,6.0,0.0,0.0,0.0
13659,A. Llinás,Llinás Montejo,28,1997-07-23,Colombia,187 cm,73 kg,False,https://media.api-sports.io/football/players/13659.png,1125,Millonarios,241,Copa Colombia,2023,Defender,0,7.0,630.0,0.0,,0.0,0.0,,
13659,A. Llinás,Llinás Montejo,28,1997-07-23,Colombia,187 cm,73 kg,False,https://media.api-sports.io/football/players/13659.png,1125,Millonarios,11,CONMEBOL Sudamericana,2023,Defender,0,5.0,450.0,0.0,,2.0,0.0,0.0,0.0
13659,A. Llinás,Llinás Montejo,28,1997-07-23,Colombia,187 cm,73 kg,False,https://media.api-sports.io/football/players/13659.png,1125,Millonarios,667,Friendlies Clubs,2023,Defender,0,1.0,72.0,0.0,,0.0,0.0,,
13659,A. Llinás,Llinás Montejo,28,1997-07-23,Colombia,187 cm,73 kg,False,https://media.api-sports.io/football/players/13659.png,1125,Millonarios,13,CONMEBOL Libertadores,2023,Defender,0,3.0,270.0,0.0,,1.0,0.0,0.0,0.0
